file,topic_no,topic,level,question_no,answer
t13_m.md,13,Магнитное поле,Средний,9,B
t13_m.md,13,Магнитное поле,Средний,10,D
t13_m.md,13,Магнитное поле,Средний,11,B
t13_m.md,13,Магнитное поле,Средний,12,C
t13_m.md,13,Магнитное поле,Средний,13,D
t13_m.md,13,Магнитное поле,Средний,14,D
t13_m.md,13,Магнитное поле,Средний,15,B
t13_m.md,13,Магнитное поле,Средний,16,C
t13_m.md,13,Магнитное поле,Средний,17,A
t13_m.md,13,Магнитное поле,Средний,18,D
t13_m.md,13,Магнитное поле,Средний,19,D
t13_m.md,13,Магнитное поле,Средний,20,D
t13_m.md,13,Магнитное поле,Средний,21,C
t13_m.md,13,Магнитное поле,Средний,22,D
t13_m.md,13,Магнитное поле,Средний,23,A
t13_m.md,13,Магнитное поле,Средний,24,D
t13_m.md,13,Магнитное поле,Средний,25,A
t13_m.md,13,Магнитное поле,Средний,26,A
t13_m.md,13,Магнитное поле,Средний,27,A
t13_m.md,13,Магнитное поле,Средний,28,D
t13_m.md,13,Магнитное поле,Средний,29,D
t13_m.md,13,Магнитное поле,Средний,30,D
t13_m.md,13,Магнитное поле,Средний,31,"A,B,C"
t13_m.md,13,Магнитное поле,Средний,32,"A,B,C"
t13_m.md,13,Магнитное поле,Средний,33,"A,B,C"
t13_m.md,13,Магнитное поле,Средний,34,"A,B"
t13_m.md,13,Магнитное поле,Средний,35,"A,B,C"
t13_m.md,13,Магнитное поле,Средний,36,1-B; 2-D; 3-A; 4-C
t13_m.md,13,Магнитное поле,Средний,37,1-B; 2-D; 3-A; 4-C
t13_m.md,13,Магнитное поле,Средний,38,1-B; 2-D; 3-A; 4-C
t13_m.md,13,Магнитное поле,Средний,39,1-B; 2-D; 3-A; 4-C
t13_m.md,13,Магнитное поле,Средний,40,1-B; 2-D; 3-A; 4-C
t13_h.md,13,Магнитное поле,Высокий,1,D
t13_h.md,13,Магнитное поле,Высокий,2,D
t13_h.md,13,Магнитное поле,Высокий,3,C
t13_h.md,13,Магнитное поле,Высокий,4,B
t13_h.md,13,Магнитное поле,Высокий,5,D
t13_h.md,13,Магнитное поле,Высокий,6,D
t13_h.md,13,Магнитное поле,Высокий,7,D
t13_h.md,13,Магнитное поле,Высокий,8,A
t13_h.md,13,Магнитное поле,Высокий,9,B
t13_h.md,13,Магнитное поле,Высокий,10,D
t13_h.md,13,Магнитное поле,Высокий,11,B
t13_h.md,13,Магнитное поле,Высокий,12,C
t13_h.md,13,Магнитное поле,Высокий,13,D
t13_h.md,13,Магнитное поле,Высокий,14,D
t13_h.md,13,Магнитное поле,Высокий,15,B
t13_h.md,13,Магнитное поле,Высокий,16,C
t13_h.md,13,Магнитное поле,Высокий,17,A
t13_h.md,13,Магнитное поле,Высокий,18,D
t13_h.md,13,Магнитное поле,Высокий,19,D
t13_h.md,13,Магнитное поле,Высокий,20,D
t13_h.md,13,Магнитное поле,Высокий,21,C
t13_h.md,13,Магнитное поле,Высокий,22,D
t13_h.md,13,Магнитное поле,Высокий,23,A
t13_h.md,13,Магнитное поле,Высокий,24,D
t13_h.md,13,Магнитное поле,Высокий,25,A
t13_h.md,13,Магнитное поле,Высокий,26,A
t13_h.md,13,Магнитное поле,Высокий,27,A
t13_h.md,13,Магнитное поле,Высокий,28,D
t13_h.md,13,Магнитное поле,Высокий,29,D
t13_h.md,13,Магнитное поле,Высокий,30,D
t13_h.md,13,Магнитное поле,Высокий,31,"A,B,C"
t13_h.md,13,Магнитное поле,Высокий,32,"A,B,C"
t13_h.md,13,Магнитное поле,Высокий,33,"A,B,C"
t13_h.md,13,Магнитное поле,Высокий,34,"A,B"
t13_h.md,13,Магнитное поле,Высокий,35,"A,B,C"
t13_h.md,13,Магнитное поле,Высокий,36,1-B; 2-D; 3-A; 4-C
t13_h.md,13,Магнитное поле,Высокий,37,1-B; 2-D; 3-A; 4-C
t13_h.md,13,Магнитное поле,Высокий,38,1-B; 2-D; 3-A; 4-C
t13_h.md,13,Магнитное поле,Высокий,39,1-B; 2-D; 3-A; 4-C
t13_h.md,13,Магнитное поле,Высокий,40,1-B; 2-D; 3-A; 4-C
t14_b.md,14,Электромагнитная индукция,Базовый,1,D
t14_b.md,14,Электромагнитная индукция,Базовый,2,D
t14_b.md,14,Электромагнитная индукция,Базовый,3,D
t14_b.md,14,Электромагнитная индукция,Базовый,4,C
t14_b.md,14,Электромагнитная индукция,Базовый,5,D
t14_b.md,14,Электромагнитная индукция,Базовый,6,B
t14_b.md,14,Электромагнитная индукция,Базовый,7,A
t14_b.md,14,Электромагнитная индукция,Базовый,8,B
t14_b.md,14,Электромагнитная индукция,Базовый,9,D
t14_b.md,14,Электромагнитная индукция,Базовый,10,B
t14_b.md,14,Электромагнитная индукция,Базовый,11,C
t14_b.md,14,Электромагнитная индукция,Базовый,12,D
t14_b.md,14,Электромагнитная индукция,Базовый,13,D
t14_b.md,14,Электромагнитная индукция,Базовый,14,B
t14_b.md,14,Электромагнитная индукция,Базовый,15,C
t14_b.md,14,Электромагнитная индукция,Базовый,16,A
t14_b.md,14,Электромагнитная индукция,Базовый,17,D
t14_b.md,14,Электромагнитная индукция,Базовый,18,D
t14_b.md,14,Электромагнитная индукция,Базовый,19,D
t14_b.md,14,Электромагнитная индукция,Базовый,20,D
t14_b.md,14,Электромагнитная индукция,Базовый,21,D
t14_b.md,14,Электромагнитная индукция,Базовый,22,A
t14_b.md,14,Электромагнитная индукция,Базовый,23,D
t14_b.md,14,Электромагнитная индукция,Базовый,24,A
t14_b.md,14,Электромагнитная индукция,Базовый,25,B
t14_b.md,14,Электромагнитная индукция,Базовый,26,D
t14_b.md,14,Электромагнитная индукция,Базовый,27,A
t14_b.md,14,Электромагнитная индукция,Базовый,28,D
t14_b.md,14,Электромагнитная индукция,Базовый,29,D
t14_b.md,14,Электромагнитная индукция,Базовый,30,D
t14_b.md,14,Электромагнитная индукция,Базовый,31,"A,B,C"
t14_b.md,14,Электромагнитная индукция,Базовый,32,"A,B,C"
t14_b.md,14,Электромагнитная индукция,Базовый,33,"A,B,C"
t14_b.md,14,Электромагнитная индукция,Базовый,34,"A,B"
t14_b.md,14,Электромагнитная индукция,Базовый,35,"A,B,C"
t14_b.md,14,Электромагнитная индукция,Базовый,36,1-B; 2-D; 3-A; 4-C
t14_b.md,14,Электромагнитная индукция,Базовый,37,1-B; 2-D; 3-A; 4-C
t14_b.md,14,Электромагнитная индукция,Базовый,38,1-B; 2-D; 3-A; 4-C
t14_b.md,14,Электромагнитная индукция,Базовый,39,1-B; 2-D; 3-A; 4-C
t14_b.md,14,Электромагнитная индукция,Базовый,40,1-B; 2-D; 3-A; 4-C
t14_m.md,14,Электромагнитная индукция,Средний,1,D
t14_m.md,14,Электромагнитная индукция,Средний,2,D
t14_m.md,14,Электромагнитная индукция,Средний,3,D
t14_m.md,14,Электромагнитная индукция,Средний,4,C
t14_m.md,14,Электромагнитная индукция,Средний,5,D
t14_m.md,14,Электромагнитная индукция,Средний,6,B
t14_m.md,14,Электромагнитная индукция,Средний,7,A
t14_m.md,14,Электромагнитная индукция,Средний,8,B
t14_m.md,14,Электромагнитная индукция,Средний,9,D
t14_m.md,14,Электромагнитная индукция,Средний,10,B
t14_m.md,14,Электромагнитная индукция,Средний,11,C
t14_m.md,14,Электромагнитная индукция,Средний,12,D
t14_m.md,14,Электромагнитная индукция,Средний,13,D
t14_m.md,14,Электромагнитная индукция,Средний,14,B
t14_m.md,14,Электромагнитная индукция,Средний,15,C
t14_m.md,14,Электромагнитная индукция,Средний,16,A
t14_m.md,14,Электромагнитная индукция,Средний,17,D
t14_m.md,14,Электромагнитная индукция,Средний,18,D
t14_m.md,14,Электромагнитная индукция,Средний,19,D
t14_m.md,14,Электромагнитная индукция,Средний,20,D
t14_m.md,14,Электромагнитная индукция,Средний,21,D
t14_m.md,14,Электромагнитная индукция,Средний,22,A
t14_m.md,14,Электромагнитная индукция,Средний,23,D
t14_m.md,14,Электромагнитная индукция,Средний,24,A
t14_m.md,14,Электромагнитная индукция,Средний,25,B
t14_m.md,14,Электромагнитная индукция,Средний,26,D
t14_m.md,14,Электромагнитная индукция,Средний,27,A
t14_m.md,14,Электромагнитная индукция,Средний,28,D
t14_m.md,14,Электромагнитная индукция,Средний,29,D
t14_m.md,14,Электромагнитная индукция,Средний,30,D
t14_m.md,14,Электромагнитная индукция,Средний,31,"A,B,C"
t14_m.md,14,Электромагнитная индукция,Средний,32,"A,B,C"
t14_m.md,14,Электромагнитная индукция,Средний,33,"A,B,C"
t14_m.md,14,Электромагнитная индукция,Средний,34,"A,B"
t14_m.md,14,Электромагнитная индукция,Средний,35,"A,B,C"
t14_m.md,14,Электромагнитная индукция,Средний,36,1-B; 2-D; 3-A; 4-C
t14_m.md,14,Электромагнитная индукция,Средний,37,1-B; 2-D; 3-A; 4-C
t14_m.md,14,Электромагнитная индукция,Средний,38,1-B; 2-D; 3-A; 4-C
t14_m.md,14,Электромагнитная индукция,Средний,39,1-B; 2-D; 3-A; 4-C
t14_m.md,14,Электромагнитная индукция,Средний,40,1-B; 2-D; 3-A; 4-C
t14_h.md,14,Электромагнитная индукция,Высокий,1,D
t14_h.md,14,Электромагнитная индукция,Высокий,2,D
t14_h.md,14,Электромагнитная индукция,Высокий,3,D
t14_h.md,14,Электромагнитная индукция,Высокий,4,C
t14_h.md,14,Электромагнитная индукция,Высокий,5,D
t14_h.md,14,Электромагнитная индукция,Высокий,6,B
t14_h.md,14,Электромагнитная индукция,Высокий,7,A
t14_h.md,14,Электромагнитная индукция,Высокий,8,B
t14_h.md,14,Электромагнитная индукция,Высокий,9,D
t14_h.md,14,Электромагнитная индукция,Высокий,10,B
t14_h.md,14,Электромагнитная индукция,Высокий,11,C
t14_h.md,14,Электромагнитная индукция,Высокий,12,D
t14_h.md,14,Электромагнитная индукция,Высокий,13,D
t14_h.md,14,Электромагнитная индукция,Высокий,14,B
t14_h.md,14,Электромагнитная индукция,Высокий,15,C
t14_h.md,14,Электромагнитная индукция,Высокий,16,A
t14_h.md,14,Электромагнитная индукция,Высокий,17,D
t14_h.md,14,Электромагнитная индукция,Высокий,18,D
t14_h.md,14,Электромагнитная индукция,Высокий,19,D
t14_h.md,14,Электромагнитная индукция,Высокий,20,D
t14_h.md,14,Электромагнитная индукция,Высокий,21,D
t14_h.md,14,Электромагнитная индукция,Высокий,22,A
t14_h.md,14,Электромагнитная индукция,Высокий,23,D
t14_h.md,14,Электромагнитная индукция,Высокий,24,A
t14_h.md,14,Электромагнитная индукция,Высокий,25,B
t14_h.md,14,Электромагнитная индукция,Высокий,26,D
t14_h.md,14,Электромагнитная индукция,Высокий,27,A
t14_h.md,14,Электромагнитная индукция,Высокий,28,D
t14_h.md,14,Электромагнитная индукция,Высокий,29,D
t14_h.md,14,Электромагнитная индукция,Высокий,30,D
t14_h.md,14,Электромагнитная индукция,Высокий,31,"A,B,C"
t14_h.md,14,Электромагнитная индукция,Высокий,32,"A,B,C"
t14_h.md,14,Электромагнитная индукция,Высокий,33,"A,B,C"
t14_h.md,14,Электромагнитная индукция,Высокий,34,"A,B"
t14_h.md,14,Электромагнитная индукция,Высокий,35,"A,B,C"
t14_h.md,14,Электромагнитная индукция,Высокий,36,1-B; 2-D; 3-A; 4-C
t14_h.md,14,Электромагнитная индукция,Высокий,37,1-B; 2-D; 3-A; 4-C
t14_h.md,14,Электромагнитная индукция,Высокий,38,1-B; 2-D; 3-A; 4-C
t14_h.md,14,Электромагнитная индукция,Высокий,39,1-B; 2-D; 3-A; 4-C
t14_h.md,14,Электромагнитная индукция,Высокий,40,1-B; 2-D; 3-A; 4-C
t15_b.md,15,Механические колебания,Базовый,1,D
t15_b.md,15,Механические колебания,Базовый,2,D
t15_b.md,15,Механические колебания,Базовый,3,C
t15_b.md,15,Механические колебания,Базовый,4,C
t15_b.md,15,Механические колебания,Базовый,5,D
t15_b.md,15,Механические колебания,Базовый,6,C
t15_b.md,15,Механические колебания,Базовый,7,D
t15_b.md,15,Механические колебания,Базовый,8,D
t15_b.md,15,Механические колебания,Базовый,9,B
t15_b.md,15,Механические колебания,Базовый,10,C
t15_b.md,15,Механические колебания,Базовый,11,D
t15_b.md,15,Механические колебания,Базовый,12,D
t15_b.md,15,Механические колебания,Базовый,13,B
t15_b.md,15,Механические колебания,Базовый,14,C
t15_b.md,15,Механические колебания,Базовый,15,A
t15_b.md,15,Механические колебания,Базовый,16,D
t15_b.md,15,Механические колебания,Базовый,17,D
t15_b.md,15,Механические колебания,Базовый,18,D
t15_b.md,15,Механические колебания,Базовый,19,D
t15_b.md,15,Механические колебания,Базовый,20,D
t15_b.md,15,Механические колебания,Базовый,21,A
t15_b.md,15,Механические колебания,Базовый,22,D
t15_b.md,15,Механические колебания,Базовый,23,A
t15_b.md,15,Механические колебания,Базовый,24,B
t15_b.md,15,Механические колебания,Базовый,25,D
t15_b.md,15,Механические колебания,Базовый,26,D
t15_b.md,15,Механические колебания,Базовый,27,A
t15_b.md,15,Механические колебания,Базовый,28,D
t15_b.md,15,Механические колебания,Базовый,29,D
t15_b.md,15,Механические колебания,Базовый,30,D
t15_b.md,15,Механические колебания,Базовый,31,"A,B,C"
t15_b.md,15,Механические колебания,Базовый,32,"A,B,C"
t15_b.md,15,Механические колебания,Базовый,33,"A,B,C"
t15_b.md,15,Механические колебания,Базовый,34,"A,B"
t15_b.md,15,Механические колебания,Базовый,35,"A,B,C"
t15_b.md,15,Механические колебания,Базовый,36,1-B; 2-D; 3-A; 4-C
t15_b.md,15,Механические колебания,Базовый,37,1-B; 2-D; 3-A; 4-C
t15_b.md,15,Механические колебания,Базовый,38,1-B; 2-D; 3-A; 4-C
t15_b.md,15,Механические колебания,Базовый,39,1-B; 2-D; 3-A; 4-C
t15_b.md,15,Механические колебания,Базовый,40,1-B; 2-D; 3-A; 4-C
t15_m.md,15,Механические колебания,Средний,1,D
t15_m.md,15,Механические колебания,Средний,2,D
t15_m.md,15,Механические колебания,Средний,3,C
t15_m.md,15,Механические колебания,Средний,4,C
t15_m.md,15,Механические колебания,Средний,5,D
t15_m.md,15,Механические колебания,Средний,6,C
t15_m.md,15,Механические колебания,Средний,7,D
t15_m.md,15,Механические колебания,Средний,8,D
t15_m.md,15,Механические колебания,Средний,9,B
t15_m.md,15,Механические колебания,Средний,10,C
t15_m.md,15,Механические колебания,Средний,11,D
t15_m.md,15,Механические колебания,Средний,12,D
t15_m.md,15,Механические колебания,Средний,13,B
t15_m.md,15,Механические колебания,Средний,14,C
t15_m.md,15,Механические колебания,Средний,15,A
t15_m.md,15,Механические колебания,Средний,16,D
t15_m.md,15,Механические колебания,Средний,17,D
t15_m.md,15,Механические колебания,Средний,18,D
t15_m.md,15,Механические колебания,Средний,19,D
t15_m.md,15,Механические колебания,Средний,20,D
t15_m.md,15,Механические колебания,Средний,21,A
t15_m.md,15,Механические колебания,Средний,22,D
t15_m.md,15,Механические колебания,Средний,23,A
t15_m.md,15,Механические колебания,Средний,24,B
t15_m.md,15,Механические колебания,Средний,25,D
t15_m.md,15,Механические колебания,Средний,26,D
t15_m.md,15,Механические колебания,Средний,27,A
t15_m.md,15,Механические колебания,Средний,28,D
t15_m.md,15,Механические колебания,Средний,29,D
t15_m.md,15,Механические колебания,Средний,30,D
t15_m.md,15,Механические колебания,Средний,31,"A,B,C"
t15_m.md,15,Механические колебания,Средний,32,"A,B,C"
t15_m.md,15,Механические колебания,Средний,33,"A,B,C"
t15_m.md,15,Механические колебания,Средний,34,"A,B"
t15_m.md,15,Механические колебания,Средний,35,"A,B,C"
t15_m.md,15,Механические колебания,Средний,36,1-B; 2-D; 3-A; 4-C
t15_m.md,15,Механические колебания,Средний,37,1-B; 2-D; 3-A; 4-C
t15_m.md,15,Механические колебания,Средний,38,1-B; 2-D; 3-A; 4-C
t15_m.md,15,Механические колебания,Средний,39,1-B; 2-D; 3-A; 4-C
t15_m.md,15,Механические колебания,Средний,40,1-B; 2-D; 3-A; 4-C
t15_h.md,15,Механические колебания,Высокий,1,D
t15_h.md,15,Механические колебания,Высокий,2,D
t15_h.md,15,Механические колебания,Высокий,3,C
t15_h.md,15,Механические колебания,Высокий,4,C
t15_h.md,15,Механические колебания,Высокий,5,D
t15_h.md,15,Механические колебания,Высокий,6,C
t15_h.md,15,Механические колебания,Высокий,7,D
t15_h.md,15,Механические колебания,Высокий,8,D
t15_h.md,15,Механические колебания,Высокий,9,B
t15_h.md,15,Механические колебания,Высокий,10,C
t15_h.md,15,Механические колебания,Высокий,11,D
t15_h.md,15,Механические колебания,Высокий,12,D
t15_h.md,15,Механические колебания,Высокий,13,B
t15_h.md,15,Механические колебания,Высокий,14,C
t15_h.md,15,Механические колебания,Высокий,15,A
t15_h.md,15,Механические колебания,Высокий,16,D
t15_h.md,15,Механические колебания,Высокий,17,D
t15_h.md,15,Механические колебания,Высокий,18,D
t15_h.md,15,Механические колебания,Высокий,19,D
t15_h.md,15,Механические колебания,Высокий,20,D
t15_h.md,15,Механические колебания,Высокий,21,A
t15_h.md,15,Механические колебания,Высокий,22,D
t15_h.md,15,Механические колебания,Высокий,23,A
t15_h.md,15,Механические колебания,Высокий,24,B
t15_h.md,15,Механические колебания,Высокий,25,D
t15_h.md,15,Механические колебания,Высокий,26,D
t15_h.md,15,Механические колебания,Высокий,27,A
t15_h.md,15,Механические колебания,Высокий,28,D
t15_h.md,15,Механические колебания,Высокий,29,D
t15_h.md,15,Механические колебания,Высокий,30,D
t15_h.md,15,Механические колебания,Высокий,31,"A,B,C"
t15_h.md,15,Механические колебания,Высокий,32,"A,B,C"
t15_h.md,15,Механические колебания,Высокий,33,"A,B,C"
t15_h.md,15,Механические колебания,Высокий,34,"A,B"
t15_h.md,15,Механические колебания,Высокий,35,"A,B,C"
t15_h.md,15,Механические колебания,Высокий,36,1-B; 2-D; 3-A; 4-C
t15_h.md,15,Механические колебания,Высокий,37,1-B; 2-D; 3-A; 4-C
t15_h.md,15,Механические колебания,Высокий,38,1-B; 2-D; 3-A; 4-C
t15_h.md,15,Механические колебания,Высокий,39,1-B; 2-D; 3-A; 4-C
t15_h.md,15,Механические колебания,Высокий,40,1-B; 2-D; 3-A; 4-C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,1,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,2,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,3,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,4,A
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,5,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,6,A
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,7,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,8,B
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,9,C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,10,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,11,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,12,B
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,13,C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,14,A
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,15,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,16,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,17,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,18,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,19,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,20,A
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,21,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,22,A
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,23,B
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,24,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,25,B
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,26,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,27,A
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,28,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,29,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,30,D
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,31,"A,B,C"
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,32,"A,B,C"
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,33,"A,B,C"
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,34,"A,B"
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,35,"A,B,C"
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,36,1-B; 2-D; 3-A; 4-C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,37,1-B; 2-D; 3-A; 4-C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,38,1-B; 2-D; 3-A; 4-C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,39,1-B; 2-D; 3-A; 4-C
t16_b.md,16,Электромагнитные колебания. Переменный ток,Базовый,40,1-B; 2-D; 3-A; 4-C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,1,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,2,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,3,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,4,A
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,5,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,6,A
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,7,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,8,B
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,9,C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,10,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,11,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,12,B
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,13,C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,14,A
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,15,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,16,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,17,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,18,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,19,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,20,A
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,21,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,22,A
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,23,B
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,24,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,25,B
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,26,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,27,A
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,28,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,29,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,30,D
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,31,"A,B,C"
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,32,"A,B,C"
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,33,"A,B,C"
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,34,"A,B"
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,35,"A,B,C"
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,36,1-B; 2-D; 3-A; 4-C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,37,1-B; 2-D; 3-A; 4-C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,38,1-B; 2-D; 3-A; 4-C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,39,1-B; 2-D; 3-A; 4-C
t16_m.md,16,Электромагнитные колебания. Переменный ток,Средний,40,1-B; 2-D; 3-A; 4-C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,1,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,2,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,3,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,4,A
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,5,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,6,A
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,7,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,8,B
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,9,C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,10,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,11,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,12,B
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,13,C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,14,A
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,15,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,16,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,17,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,18,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,19,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,20,A
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,21,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,22,A
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,23,B
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,24,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,25,B
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,26,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,27,A
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,28,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,29,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,30,D
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,31,"A,B,C"
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,32,"A,B,C"
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,33,"A,B,C"
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,34,"A,B"
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,35,"A,B,C"
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,36,1-B; 2-D; 3-A; 4-C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,37,1-B; 2-D; 3-A; 4-C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,38,1-B; 2-D; 3-A; 4-C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,39,1-B; 2-D; 3-A; 4-C
t16_h.md,16,Электромагнитные колебания. Переменный ток,Высокий,40,1-B; 2-D; 3-A; 4-C
t17_b.md,17,Волновое движение,Базовый,1,D
t17_b.md,17,Волновое движение,Базовый,2,D
t17_b.md,17,Волновое движение,Базовый,3,C
t17_b.md,17,Волновое движение,Базовый,4,D
t17_b.md,17,Волновое движение,Базовый,5,C
t17_b.md,17,Волновое движение,Базовый,6,C
t17_b.md,17,Волновое движение,Базовый,7,B
t17_b.md,17,Волновое движение,Базовый,8,C
